"ADMX","Parent Category","Name","Display Name","Class","Explain Text","Supported On","Key","Value Name"
"office15.admx","Signing","L_EKUfiltering","EKU filtering","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\signatures","filterdigitalsignaturecerteku"
"office15.admx","Signing","L_Legacyformatsignatires","Legacy format signatures","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\signatures","enablecreationofweakxpsignatures"
"office15.admx","Signing","L_SupressOfficesigningProviders","Suppress Office Signing Providers","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\signatures","suppressofficedefaultprovider"
"office15.admx","Signing","L_Supressexternalsigningservicesmenuitems","Suppress external signature services menu item","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\signatures","suppressextsigningsvcs"
"office15.admx","Microsoft Save As PDF and XPS add-ins","L_DisableinclusionofdocumentpropertiesinPDFandXPSoutput","Disable inclusion of document properties in PDF and XPS output","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\fixedformat","disablefixedformatdocproperties"
"office15.admx","Microsoft Save As PDF and XPS add-ins","L_EnforcePDFcompliancewithISO190051PDFA","Enforce PDF compliance with ISO 19005-1 (PDF/A)","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\fixedformat","useiso19005-1"
"office15.admx","Microsoft Save As PDF and XPS add-ins","L_Specifytypesoffixedformatoptionsavailabletotheuser","Disable Microsoft Save As PDF and XPS add-ins","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\fixedformat","disablepublishtofixedformat"
"office15.admx","Microsoft Office SmartArt","L_DisableBuiltinIGXGraphics","Disable built-in graphics","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\smartart graphics","hidebuiltindiagrams"
"office15.admx","Microsoft Office SmartArt","L_LogFileMaximumsize","Log File Maximum Size","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\smartart graphics","logfilemaxsize"
"office15.admx","Microsoft Office SmartArt","L_ErrorSeverityLevel","Error Severity Level","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\smartart graphics","logfileseveritylevel"
"office15.admx","Microsoft Office SmartArt","L_LogFileEntriesNumber","Log File Entries Number","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\smartart graphics","logfilenumentriestoremove"
"office15.admx","Microsoft Office SmartArt","L_Disablebuiltincolorvariations","Disable built-in color variations","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\smartart graphics","hidebuiltindiagramcolors"
"office15.admx","Microsoft Office SmartArt","L_DisablebuiltinQuickStyles","Disable Built-in Quick Styles","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\smartart graphics","hidebuiltindiagramstyles"
"office15.admx","Microsoft Office Document Cache","L_CheckOutToLocalDisk","Check-out to local disk","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\common\offline\options","uselocaldrafts"
"office15.admx","Microsoft Office Document Cache","L_OpenDocumentsFromOfficeDocumentCacheFirst","Open documents from Office Document Cache first","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\internet","disableserverreachability"
"office15.admx","Microsoft Office Document Cache","L_OfficeDocumentCacheLocation","Office document cache location","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\fileio","officecachelocation"
"office15.admx","Microsoft Office Document Cache","L_DeleteFilesFromOfficeDocumentCache","Delete files from Office Document Cache","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\fileio","disablelongtermcaching"
"office15.admx","Document Information Panel","L_DisableDocumentInformationPanel","Disable Document Information Panel","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\documentinformationpanel","disable"
"office15.admx","Document Information Panel","L_TrustCenterSolution","Trust Local Solution","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\documentinformationpanel\trustsolution",""
"office15.admx","Document Information Panel","L_OfflineModeforDocumentInformationPanel","Offline Mode for Document Information Panel","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\documentinformationpanel","cachedmodestatus"
"office15.admx","Document Information Panel","L_DocumentInformationpanelBeaconingUI","Document Information Panel Beaconing UI","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\documentinformationpanel","beaconing"
"office15.admx","Server Settings","L_TurnOnFileSynchronizationViaSOAPOverHTTP","Turn on file synchronization via SOAP over HTTP","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\internet","fsshttpoff"
"office15.admx","Server Settings","L_AllowFileSynchronizationViaSOAPOnlyOnDomainNetworks","Allow file synchronization via SOAP over HTTP only on domain networks","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\fileio","synconlyondomainnetwork"
"office15.admx","Server Settings","L_DisabletheuserfromsettingthePersonalSiteURL","Disable the user from setting the Personal Site URL","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\portal","disablesetpersonalsite"
"office15.admx","Server Settings","L_ADAttributecontaingpersonalsiteURL","AD attribute containing Personal Site URL","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\portal","adpesonalsiteproperty"
"office15.admx","Server Settings","L_LengthADattributecontainingPersonalSiteURL","Length AD Attribute containing Personal Site URL","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\portal","adpersonalsitepropertylen"
"office15.admx","Server Settings","L_Frequencyforpollingtheservertodownload","Frequency for polling the server to download published links","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\portal","linkpublishingfrequency"
"office15.admx","Server Settings","L_DisabletheOfficeclientfrompolling","Disable the Office client from polling the SharePoint Server for published links","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\portal","linkpublishingdisabled"
"office15.admx","Server Settings","L_CatalogRefreshPeriod","Catalog Refresh Period","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\wef","catalogrefreshperiod"
"office15.admx","Server Settings","L_FoldernameforPublishedLinks","Folder name for Published Links","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\portal","linkpublishingfoldername"
"office15.admx","SharePoint Server","L_Maximumnumberofitemstoscanfromtoday","Maximum number of items to scan from today to determine the user's colleagues for recommendation","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\portal\colleagueimport","maximumitemstoscan"
"office15.admx","SharePoint Server","L_Maximumnumberofdaystoscanfromtodaytodetermine","Maximum number of days to scan from today to determine the user's colleagues for recommendation","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\portal\colleagueimport","maximumdaystoscan"
"office15.admx","SharePoint Server","L_MaximumnumberofreceipientsinanOutlookitem","Maximum number of recipients in an Outlook item to scan to determine the user's colleagues for recommendation","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\portal\colleagueimport","maximumreceipientsperitem"
"office15.admx","SharePoint Server","L_EnableColleagueImportOutlookAddintowork","Enable Colleague Import Outlook Add-in to work with Microsoft SharePoint Server","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\portal\colleagueimport","enabled"
"office15.admx","SharePoint Server","L_MinimumtimebeforestartingColleague","Minimum time before starting Colleague recommendation scan","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\portal\colleagueimport","minimumidletime"
"office15.admx","SharePoint Server","L_Minimumtimetowaitbeforerescanning","Minimum time to wait before rescanning the Outlook mailbox for new colleague recommendations","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\portal\colleagueimport","minimumstaletime"
"office15.admx","SharePoint Server","L_MaximumNumberOfRows","Maximum number of rows fetched per request while populating a lookup in the SharePoint list control","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\list\settings","rowlimitforlookups"
"office15.admx","Synchronization","L_RefreshFrequencyLimit","Set refresh frequency limit","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\business data\synchronization","refresh frequency limit"
"office15.admx","Synchronization","L_SleepInterval","Set maximum sleep interval","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\business data\synchronization","sleep interval"
"office15.admx","Synchronization","L_MaxRetries","Set maximum number of retries when synchronization fails","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\business data\synchronization","max retries"
"office15.admx","Synchronization","L_RetryIntervalLimit","Set subscription refresh retry interval","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\business data\synchronization","retry interval limit"
"office15.admx","Synchronization","L_QueryTimeout","Set query processing timeout limit","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\business data\synchronization","query timeout"
"office15.admx","Synchronization","L_QueryInstancesLimit","Set query items limit","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\business data\synchronization","query instances limit"
"office15.admx","Synchronization","L_CleanupInterval","Set the cleanup interval","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\business data\synchronization","cleanup interval"
"office15.admx","Synchronization","L_ErrorsCleanupInterval","Set errors cleanup interval","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\business data\synchronization","errors cleanup interval"
"office15.admx","Database","L_DatabaseDefaultInstancesLimit","Set the database default instances limit","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\business data\limits\database\items","default"
"office15.admx","Database","L_DatabaseMaxInstancesLimit","Set maximum database instances limit","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\business data\limits\database\items","max"
"office15.admx","Database","L_DatabaseDefaultTimeout","Set the database default timeout","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\business data\limits\database\timeout","default"
"office15.admx","Database","L_DatabaseMaxTimeout","Set maximum database timeout limit","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\business data\limits\database\timeout","max"
"office15.admx","Web Service","L_WebServiceDefaultTimeout","Set web service default timeout","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\business data\limits\wcf\timeout","default"
"office15.admx","Web Service","L_WebServiceMaxTimeout","Set maximum web service default timeout","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\business data\limits\wcf\timeout","max"
"office15.admx","Web Service","L_WebServiceDefaultSizeLimit","Set web service default return size limit","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\business data\limits\wcf\size","default"
"office15.admx","Web Service","L_WebServiceMaxSizeLimit","Set maximum web service return size limit","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\business data\limits\wcf\size","max"
"office15.admx","Downloading Framework Components","L_Hidemissingcomponentdownloadhyperlinks","Hide missing component download hyperlinks","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common","disablemissingcomponenthyperlinks"
"office15.admx","Downloading Framework Components","L_SetdownloadlocationforNET20framework","Set download location for Microsoft .NET Framework 2.0","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common","missingclr20redirect"
"office15.admx","Downloading Framework Components","L_SetdownloadlocationforNET20frameworkLP","Set download location for Microsoft .NET Framework 2.0 Language Pack","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common","missingclr20langpackredirect"
"office15.admx","Office 2013 Converters","L_BlockopeningofprereleaseExcel","Block opening of pre-release versions of file formats new to Excel 2013 through the Compatibility Pack for Office 2013 and Excel 2013 Converter","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\excel\security\fileblock","excel12betafilesfromconverters"
"office15.admx","Office 2013 Converters","L_BlockopeningofprereleasePPT","Block opening of pre-release versions of file formats new to PowerPoint 2013 through the Compatibility Pack for Office 2013 and PowerPoint 2013 Converter","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\powerpoint\security\fileblock","powerpoint12betafilesfromconverters"
"office15.admx","Miscellaneous","L_DoNotValidatePrintersBeforeUsingThem","Do not validate printers before using them","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\general","validateprinters"
"office15.admx","Miscellaneous","L_SuppressRecommendedSettingsDialog","Suppress recommended settings dialog","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\general","optindisable"
"office15.admx","Miscellaneous","L_GraphicFilterLegacyMode","Graphic filter legacy mode","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\shared tools\graphics filters","legacy mode"
"office15.admx","Miscellaneous","L_DoNotUseHardwareAcceleration","Do not use hardware graphics acceleration","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\graphics","disablehardwareacceleration"
"office15.admx","Workflow Cache","L_WorkflowCache1","Workflow Cache 1","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\common\workflow\cache\workflow1","name ; path ; description ; documentlibraryfriendlyname ; sigclientrequired"
"office15.admx","Workflow Cache","L_WorkflowCache2","Workflow Cache 2","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\common\workflow\cache\workflow2","name ; path ; description ; documentlibraryfriendlyname ; sigclientrequired"
"office15.admx","Workflow Cache","L_WorkflowCache3","Workflow Cache 3","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\common\workflow\cache\workflow3","name ; path ; description ; documentlibraryfriendlyname ; sigclientrequired"
"office15.admx","Workflow Cache","L_WorkflowCache4","Workflow Cache 4","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\common\workflow\cache\workflow4","name ; path ; description ; documentlibraryfriendlyname ; sigclientrequired"
"office15.admx","Workflow Cache","L_WorkflowCache5","Workflow Cache 5","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\common\workflow\cache\workflow5","name ; path ; description ; documentlibraryfriendlyname ; sigclientrequired"
"office15.admx","Workflow Cache","L_WorkflowCache6","Workflow Cache 6","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\common\workflow\cache\workflow6","name ; path ; description ; documentlibraryfriendlyname ; sigclientrequired"
"office15.admx","Workflow Cache","L_WorkflowCache7","Workflow Cache 7","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\common\workflow\cache\workflow7","name ; path ; description ; documentlibraryfriendlyname ; sigclientrequired"
"office15.admx","Workflow Cache","L_WorkflowCache8","Workflow Cache 8","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\common\workflow\cache\workflow8","name ; path ; description ; documentlibraryfriendlyname ; sigclientrequired"
"office15.admx","Workflow Cache","L_WorkflowCache9","Workflow Cache 9","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\common\workflow\cache\workflow9","name ; path ; description ; documentlibraryfriendlyname ; sigclientrequired"
"office15.admx","Workflow Cache","L_WorkflowCache10","Workflow Cache 10","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\common\workflow\cache\workflow10","name ; path ; description ; documentlibraryfriendlyname ; sigclientrequired"
"office15.admx","Workflow Cache","L_WorkflowCache11","Workflow Cache 11","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\common\workflow\cache\workflow11","name ; path ; description ; documentlibraryfriendlyname ; sigclientrequired"
"office15.admx","Workflow Cache","L_WorkflowCache12","Workflow Cache 12","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\common\workflow\cache\workflow12","name ; path ; description ; documentlibraryfriendlyname ; sigclientrequired"
"office15.admx","Workflow Cache","L_WorkflowCache13","Workflow Cache 13","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\common\workflow\cache\workflow13","name ; path ; description ; documentlibraryfriendlyname ; sigclientrequired"
"office15.admx","Workflow Cache","L_WorkflowCache14","Workflow Cache 14","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\common\workflow\cache\workflow14","name ; path ; description ; documentlibraryfriendlyname ; sigclientrequired"
"office15.admx","Workflow Cache","L_WorkflowCache15","Workflow Cache 15","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\common\workflow\cache\workflow15","name ; path ; description ; documentlibraryfriendlyname ; sigclientrequired"
"office15.admx","Miscellaneous","L_ControlBlogging","Control Blogging","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\common\blog","disableblog"
"office15.admx","Miscellaneous","L_IncreaseVisibilityOfAccessibilityCheckerViolations","Increase the visibility of Accessibility Checker violations","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common","acccheckerslabloudness"
"office15.admx","Miscellaneous","L_DisalowconvertdocumentPolicy","Disallow Convert Document (Excel, PowerPoint, Word)","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\general","convertdocument"
"office15.admx","Miscellaneous","L_EnableWorkflowsonMysite","Enable Workflows on My Site","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\common\workflow\home","usemysite"
"office15.admx","Miscellaneous","L_HomeWorkflowLibrary","Home Workflow Library","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\common\workflow\home","path"
"office15.admx","Miscellaneous","L_MicrosoftOfficeshareddrawingcode","Disable Microsoft Office shared drawing code for blip caching","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\gelprefs","disableblipcaching"
"office15.admx","Miscellaneous","L_MicrosoftOfficeshareddrawingcodeformeta","Disable Microsoft Office shared drawing code for metafile rendering","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\gelprefs","drawmfsasemfplus"
"office15.admx","Miscellaneous","L_MRUTemplateListLength","Most Recently Used Template List Length","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\general","filenewmrumaxitems"
"office15.admx","Miscellaneous","L_FreezeDry","Enable Smart Resume","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\restore workspace","restoreworkspace"
"office15.admx","Miscellaneous","L_Providefeedbackwithsound","Provide feedback with sound","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\general","sound"
"office15.admx","Miscellaneous","L_UsesystemfontinsteadofTahoma","Use system font instead of the Office default UI font","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\general","useofficeuifont"
"office15.admx","Miscellaneous","L_Donottrackdocumenteditingtime","Do not track document editing time","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\general","notrack"
"office15.admx","Miscellaneous","L_DisableClipboardToolbartriggers","Disable Clipboard Toolbar triggers","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\general","acbcontrol"
"office15.admx","Miscellaneous","L_DonotemulatetabswithspaceswhenexportingHTML","Emulate tabs with spaces when exporting HTML","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\internet","exportrealtabs"
"office15.admx","Miscellaneous","L_Donotuploadmediafiles","Do not upload media files","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\internet","donotuploadmedia"
"office15.admx","Miscellaneous","L_Donotdisplaypathsinalerts","Do not display paths in alerts","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\general","hidepathinalerts"
"office15.admx","Miscellaneous","L_ShowPasteOptionsbuttons","Show Paste Options button when content is pasted","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\general","pasteoptions"
"office15.admx","Miscellaneous","L_WebFoldersManagingpairsofWebpagesandfolders","Web Folders: Managing pairs of Web pages and folders","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\windows\currentversion\explorer","nofilefolderconnection"
"office15.admx","Miscellaneous","L_DisablewebviewintheOfficefiledialogs","Disable web view in the Office file dialog boxes","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\filedialogwebviewsettings","showallfilesandfolders"
"office15.admx","Present Online","L_PreventAccessToUserSpecifiedServices","Prevent users from adding online presentation services in PowerPoint and Word","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\broadcast","disableothersoption"
"office15.admx","Present Online","L_DisableDefaultService","Remove Office Presentation Service from the list of online presentation services in PowerPoint and Word","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\broadcast","disabledefaultservice"
"office15.admx","Presentation Services","L_ConfigureBroadcastService00","Configure presentation service in PowerPoint and Word 1","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\broadcast\servers\0","servername ; serverurl ; serverinformation ; serverinformationurl ; servertermsurl ; servercapabilities ; majorversion ; minorversion ; createsharednotes ; sharednotescustomurl ; notesdefaulturl"
"office15.admx","Presentation Services","L_ConfigureBroadcastService01","Configure presentation service in PowerPoint and Word 2","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\broadcast\servers\1","servername ; serverurl ; serverinformation ; serverinformationurl ; servertermsurl ; servercapabilities ; majorversion ; minorversion ; createsharednotes ; sharednotescustomurl ; notesdefaulturl"
"office15.admx","Presentation Services","L_ConfigureBroadcastService02","Configure presentation service in PowerPoint and Word 3","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\broadcast\servers\2","servername ; serverurl ; serverinformation ; serverinformationurl ; servertermsurl ; servercapabilities ; majorversion ; minorversion ; createsharednotes ; sharednotescustomurl ; notesdefaulturl"
"office15.admx","Presentation Services","L_ConfigureBroadcastService03","Configure presentation service in PowerPoint and Word 4","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\broadcast\servers\3","servername ; serverurl ; serverinformation ; serverinformationurl ; servertermsurl ; servercapabilities ; majorversion ; minorversion ; createsharednotes ; sharednotescustomurl ; notesdefaulturl"
"office15.admx","Presentation Services","L_ConfigureBroadcastService04","Configure presentation service in PowerPoint and Word 5","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\broadcast\servers\4","servername ; serverurl ; serverinformation ; serverinformationurl ; servertermsurl ; servercapabilities ; majorversion ; minorversion ; createsharednotes ; sharednotescustomurl ; notesdefaulturl"
"office15.admx","Presentation Services","L_ConfigureBroadcastService05","Configure presentation service in PowerPoint and Word 6","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\broadcast\servers\5","servername ; serverurl ; serverinformation ; serverinformationurl ; servertermsurl ; servercapabilities ; majorversion ; minorversion ; createsharednotes ; sharednotescustomurl ; notesdefaulturl"
"office15.admx","Presentation Services","L_ConfigureBroadcastService06","Configure presentation service in PowerPoint and Word 7","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\broadcast\servers\6","servername ; serverurl ; serverinformation ; serverinformationurl ; servertermsurl ; servercapabilities ; majorversion ; minorversion ; createsharednotes ; sharednotescustomurl ; notesdefaulturl"
"office15.admx","Presentation Services","L_ConfigureBroadcastService07","Configure presentation service in PowerPoint and Word 8","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\broadcast\servers\7","servername ; serverurl ; serverinformation ; serverinformationurl ; servertermsurl ; servercapabilities ; majorversion ; minorversion ; createsharednotes ; sharednotescustomurl ; notesdefaulturl"
"office15.admx","Presentation Services","L_ConfigureBroadcastService08","Configure presentation service in PowerPoint and Word 9","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\broadcast\servers\8","servername ; serverurl ; serverinformation ; serverinformationurl ; servertermsurl ; servercapabilities ; majorversion ; minorversion ; createsharednotes ; sharednotescustomurl ; notesdefaulturl"
"office15.admx","Presentation Services","L_ConfigureBroadcastService09","Configure presentation service in PowerPoint and Word 10","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\broadcast\servers\9","servername ; serverurl ; serverinformation ; serverinformationurl ; servertermsurl ; servercapabilities ; majorversion ; minorversion ; createsharednotes ; sharednotescustomurl ; notesdefaulturl"
"office15.admx","Services","L_DisableOfficeUserRoamingSettings","Disable Roaming Office User Settings","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\roaming","roamingsettingsdisabled"
"office15.admx","Present Online","L_DisableProgrammaticAccess","Restrict programmatic access for creating online presentations in PowerPoint and Word","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\broadcast","disableprogrammaticaccess"
"office15.admx","Telemetry Dashboard","L_OfficeOSMCommonFileShare","Specify the UNC path to store Office telemetry data","User","","At least Windows Server 2003 operating systems or Windows XP Professional","software\policies\microsoft\office\15.0\osm","commonfileshare"
"office15.admx","Telemetry Dashboard","L_OfficeInventoryAgentUpload","Turn on data uploading for Office Telemetry Agent","User","","At least Windows Server 2003 operating systems or Windows XP Professional","software\policies\microsoft\office\15.0\osm","enableupload"
"office15.admx","Telemetry Dashboard","L_OfficeInventoryAgentFilemetadataObfuscation","Turn on privacy settings in Office Telemetry Agent","User","","At least Windows Server 2003 operating systems or Windows XP Professional","software\policies\microsoft\office\15.0\osm","enablefileobfuscation"
"office15.admx","Telemetry Dashboard","L_OfficeOSMCustomTags","Specify custom tags for Office telemetry data","User","","At least Windows Server 2003 operating systems or Windows XP Professional","software\policies\microsoft\office\15.0\osm","tag1 ; tag2 ; tag3 ; tag4"
"office15.admx","Telemetry Dashboard","L_OfficeOSMPreventedSolutionTypes","Office solutions to exclude from Office Telemetry Agent reporting","User","","At least Windows Server 2003 operating systems or Windows XP Professional","software\policies\microsoft\office\15.0\osm\preventedsolutiontypes","documentfiles ; templatefiles ; comaddins ; appaddins ; agave"
"office15.admx","Telemetry Dashboard","L_OfficeOSMPreventedHostApplications","Office applications to exclude from Office Telemetry Agent reporting","User","","At least Windows Server 2003 operating systems or Windows XP Professional","software\policies\microsoft\office\15.0\osm\preventedapplications","wdsolution ; xlsolution ; pptsolution ; olksolution ; accesssolution ; projectsolution ; publishersolution ; visiosolution ; onenotesolution"
"office15.admx","Telemetry Dashboard","L_EnableLogging","Turn on telemetry data collection","User","","At least Windows Server 2003 operating systems or Windows XP Professional","software\policies\microsoft\office\15.0\osm","enablelogging"
"office15.admx","Miscellaneous","L_DisableAnimations","Disable Office animations","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\graphics","disableanimations"
"office15.admx","Trust Center","L_SendFeedback","Send Office Feedback","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\feedback","enabled"
"office15.admx","Trust Center","L_Screenshot","Allow including screenshot with Office Feedback","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\common\feedback","includescreenshot"
"office15.admx","Miscellaneous","L_DisableScreenshotAutoHyperlink","Do not automatically hyperlink screenshots","User","","At least Windows Server 2008 R2 or Windows 7","software\policies\microsoft\office\15.0\gfx","disablescreenshotautohyperlink"
